baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	groups	transporter	p_total_adj
82.7071885873732	-0.430293881004395	0.384799774676664	-1.11822799627666	0.26346963014939	0.466138576418152	spring vs fall	T37	0.429706420600791
794.524533949089	0.899197251117345	0.340169349349254	2.64338116540339	0.00820825731755516	0.0314649863839615	spring vs fall	T7	0.0492734899073978
511.936600494564	0.103232940472463	0.375590122660031	0.274855312331804	0.783427400846175	0.814611882190023	spring vs fall	T71	0.845114597763197
553.586660212743	1.89368621651284	0.415451381738251	4.55814157745642	5.16082453557359e-06	0.000118698964318193	spring vs fall	T56	0.000353516480686791
385.098970035508	0.873213153646593	0.863284457764063	1.01150107104702	0.311776668760273	0.51220452724902	spring vs fall	T18	0.496667483955318
522.572133138068	0.231914726339099	0.28437796552288	0.815515808029226	0.414777119680824	0.635991583510596	spring vs fall	T5	0.591396039700949
146.455545210091	0.371075473416092	0.325079834672211	1.14149028588703	0.253665952148676	0.466138576418152	spring vs fall	T67	0.420160200295095
173.20902816233	-0.444246016233133	0.367634704139861	-1.20838977177771	0.226897372212048	0.466138576418152	spring vs fall	T40	0.398524871705776
222.388252408951	0.202138330655213	0.328497328830621	0.615342387637617	0.538328630146735	0.715692981508501	spring vs fall	T388	0.693879220329511
281.304835086628	-0.177870252820666	0.399159172732753	-0.445612339565987	0.655877295562034	0.754258889896338	spring vs fall	T761	0.761484656711853
164.837311448363	1.04945255645365	0.471166507863071	2.22734965015519	0.0259239146608612	0.0662500041333118	spring vs fall	T12	0.0988520926274853
175.174747169406	0.130761067959823	0.277400712781775	0.471379711495874	0.637369601640246	0.754258889896338	spring vs fall	T35	0.746321670296698
259.316195202508	0.102304847509239	0.331178402186069	0.308911592162825	0.757388778529763	0.814611882190023	spring vs fall	T27	0.827897905270582
322.37036109151	0.280158198074591	0.369331733447991	0.758554363739889	0.448119181019819	0.644171322715989	spring vs fall	T724	0.623766651955807
88.2051385944361	-0.667327047088358	0.288990399987093	-2.30916683432447	0.020934325198215	0.0601861849448681	spring vs fall	T60	0.0896250797548579
3693.01503710667	-0.324993570593996	0.557754832803593	-0.582681765320425	0.560107550745784	0.715692981508501	spring vs fall	T1059	0.693898761507888
677.815539628236	-0.0756693398215629	0.322710431410235	-0.234480613133235	0.814611882190023	0.814611882190023	spring vs fall	T59	0.851922350076589
730.996638572824	-0.672245098516562	0.377862275541378	-1.77907439305342	0.0752275662480273	0.173023402370463	spring vs fall	T133	0.180810115368066
170.539076990075	1.57205502480752	0.622793313172669	2.52420023072995	0.0115961858057343	0.0381017533616986	spring vs fall	T154	0.0567384805494859
81.9839706951389	-1.50322524791747	0.342352961372661	-4.3908638671922	1.12901211853603e-05	0.000129836393631644	spring vs fall	T109	0.000515582200798121
512.353737692994	-1.30407473452519	0.332140652032893	-3.92627257923263	8.62723848468285e-05	0.000661421617159018	spring vs fall	T3	0.00196988612066925
110.000470132059	-1.66018916506788	0.512979728300241	-3.23636407732703	0.0012106286655469	0.00696111482689467	spring vs fall	T317	0.0151748843427847
493.638142614345	1.4387503178042	0.491279465633138	2.9285781687415	0.0034051619906484	0.0156637451569826	spring vs fall	T16	0.027370614539465
105.659657418778	0.180544532481848	0.305517384081349	0.590946839325436	0.554556040796292	0.718379374748433	summer vs fall	T37	0.693898761507888
458.760566487373	-0.210811390220002	0.233343675437678	-0.903437343328835	0.366293828150888	0.601768431962173	summer vs fall	T7	0.551453345677711
461.691661614386	-0.107890279412047	0.355357075436768	-0.303610894139195	0.761424350832799	0.833481694760539	summer vs fall	T71	0.827897905270582
262.986498600805	0.676732591794991	0.525242206268462	1.28842005405997	0.197599781604387	0.48788675326237	summer vs fall	T56	0.386283725929204
155.135118394428	-1.45273589462741	0.886514106774449	-1.63870589709298	0.101274525316829	0.465862816457416	summer vs fall	T18	0.231243499473427
543.567158517976	0.333525141055605	0.292728144225022	1.13936820779085	0.254549610397758	0.48788675326237	summer vs fall	T5	0.420160200295095
123.606633058189	0.106604133091634	0.320946837463411	0.332155113084069	0.739772135929952	0.833481694760539	summer vs fall	T67	0.823973842458564
179.085194442559	-0.400257707548029	0.494980020968593	-0.808634067219101	0.418725663145927	0.642046016823755	summer vs fall	T40	0.591396039700949
305.142368363117	0.890982760459354	0.382120566235524	2.33167968224508	0.0197175484564755	0.226751807249469	summer vs fall	T388	0.0871388431786177
340.083822613437	0.209734414746687	0.361884271404285	0.579562117836226	0.562209945455296	0.718379374748433	summer vs fall	T761	0.693898761507888
172.119917749781	1.25078794555107	0.413214691555279	3.02696871895646	0.00247019519540858	0.0568144894943974	summer vs fall	T12	0.0241726244122126
166.59969448584	0.0295391391535217	0.349579071744113	0.0844991635401559	0.932659567862634	0.932659567862634	summer vs fall	T35	0.946033699110651
206.908109984328	-0.447657324553569	0.360060492736318	-1.24328365256502	0.213763326056628	0.48788675326237	summer vs fall	T27	0.392011485554268
221.870757218085	-0.65875746238929	0.388809429783866	-1.6942939443508	0.0902094407178886	0.465862816457416	summer vs fall	T724	0.20946937929408
103.560211407925	-0.250907697862955	0.21920660744833	-1.14461740357027	0.252367679773315	0.48788675326237	summer vs fall	T60	0.420160200295095
3894.18147869998	-0.286616616904341	0.438332785674522	-0.653879030434115	0.513189744826793	0.718379374748433	summer vs fall	T1059	0.676028798473756
575.09044176269	-0.495406584084937	0.379704931962471	-1.30471464124649	0.191990034064071	0.48788675326237	summer vs fall	T59	0.386283725929204
1563.94505072409	0.951717169823542	0.687192792902103	1.38493473687976	0.166072424135126	0.48788675326237	summer vs fall	T133	0.350029570869419
