	dataset	diversity	num_taxa	rank	sample	taxa	transporter	substrate_category	type	name	abbreviation
1048	mg	2.4999079302137344	14	order	121001	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1049	mg	1.9291262536991478	9	order	121004	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1050	mg	2.5850280962755043	15	order	121015	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1051	mg	2.0949650956867014	9	order	121022	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1052	mg	2.1214740809549597	8	order	121028	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1053	mg	1.9127437519031119	9	order	121105	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1054	mg	2.8250689211129845	13	order	121128	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1055	mg	2.6121170987468267	13	order	121220	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1023	mg	2.410859720438274	7	order	120314	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1024	mg	1.4469351721174901	11	order	120322	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1025	mg	1.9373704968436918	10	order	120328	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1026	mg	1.8453120649303518	7	order	120403	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1027	mg	1.5141303869938312	5	order	120416	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1028	mg	1.3225352600865605	11	order	120419	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1029	mg	1.6844802303524096	5	order	120423	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1030	mg	0.8981097567414547	3	order	120516	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1031	mg	2.13264945709717	5	order	120531	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1032	mg	1.261424327874985	3	order	120604	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1033	mg	2.1637437941790343	6	order	120613	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1034	mg	1.97360277537455	8	order	120619	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1035	mg	2.0460924979821775	7	order	120628	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1036	mg	1.5443851954228347	5	order	120705	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1037	mg	2.1670775932932957	7	order	120709	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1038	mg	0.7734162076009943	2	order	120717	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1039	mg	1.891487933670769	6	order	120802	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1040	mg	2.0555176643344866	6	order	120806	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1041	mg	1.6003408012921154	7	order	120813	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1042	mg	2.0489780794943906	8	order	120820	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1043	mg	2.173512885452356	12	order	120823	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1044	mg	1.8916386604290323	5	order	120828	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1045	mg	1.9196762654942174	5	order	120903	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1046	mg	2.3889585564979106	12	order	120920	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1047	mg	2.234157063971543	12	order	120924	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1048	mg	2.47530015673732	13	order	121001	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1049	mg	1.9291262536991478	9	order	121004	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1050	mg	2.5850280962755043	15	order	121015	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1051	mg	2.0949650956867014	9	order	121022	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1052	mg	2.12147408095496	8	order	121028	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1053	mg	1.8118259056239672	8	order	121105	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1054	mg	2.825068921112984	13	order	121128	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1055	mg	2.5827705513911425	12	order	121220	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1023	mg	-1	0	order	120314	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1024	mg	-1	0	order	120322	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1025	mg	-1	0	order	120328	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1026	mg	-1	0	order	120403	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1027	mg	-1	0	order	120416	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1028	mg	-1	0	order	120419	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1029	mg	-1	0	order	120423	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1030	mg	-1	0	order	120516	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1031	mg	-1	0	order	120531	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1032	mg	-1	0	order	120604	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1033	mg	-1	0	order	120613	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1034	mg	-1	0	order	120619	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1035	mg	-1	0	order	120628	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1036	mg	-1	0	order	120705	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1037	mg	-1	0	order	120709	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1038	mg	-1	0	order	120717	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1039	mg	-1	0	order	120802	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1040	mg	-1	0	order	120806	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1041	mg	-1	0	order	120813	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1042	mg	-1	0	order	120820	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1043	mg	-1	0	order	120823	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1044	mg	-1	0	order	120828	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1045	mg	-1	0	order	120903	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1046	mg	-1	0	order	120920	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1047	mg	-1	0	order	120924	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1048	mg	-1	0	order	121001	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1049	mg	-1	0	order	121004	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1050	mg	-1	0	order	121015	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1051	mg	-1	0	order	121022	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1052	mg	-1	0	order	121028	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1053	mg	-1	0	order	121105	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1054	mg	-1	0	order	121128	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1055	mg	-1	0	order	121220	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1023	mg	-1.0	0	order	120314	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1024	mg	-1.0	0	order	120322	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1025	mg	-1.0	0	order	120328	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1026	mg	-1.0	0	order	120403	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1027	mg	-1.0	0	order	120416	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1028	mg	-1.0	0	order	120419	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1029	mg	-1.0	0	order	120423	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1030	mg	-1.0	0	order	120516	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1031	mg	-1.0	0	order	120531	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1032	mg	-1.0	0	order	120604	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1033	mg	-1.0	0	order	120613	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1034	mg	-1.0	0	order	120619	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1035	mg	-1.0	0	order	120628	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1036	mg	-1.0	0	order	120705	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1037	mg	-1.0	0	order	120709	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1038	mg	-1.0	0	order	120717	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1039	mg	-1.0	0	order	120802	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1040	mg	-1.0	0	order	120806	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1041	mg	-1.0	0	order	120813	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1042	mg	-1.0	0	order	120820	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1043	mg	-1.0	0	order	120823	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1044	mg	-1.0	0	order	120828	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1045	mg	-1.0	0	order	120903	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1046	mg	-1.0	0	order	120920	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1047	mg	-1.0	0	order	120924	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1048	mg	-1.0	0	order	121001	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1049	mg	-1.0	0	order	121004	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1050	mg	-1.0	0	order	121015	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1051	mg	-1.0	0	order	121022	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1052	mg	-1.0	0	order	121028	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1053	mg	-1.0	0	order	121105	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1054	mg	-1.0	0	order	121128	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1055	mg	-1.0	0	order	121220	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
775	mt	1.2987673521002965	3	order	120516	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
776	mt	1.0487119661443645	3	order	120613	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
777	mt	1.401059825351276	4	order	120712	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
778	mt	1.8702322992105236	6	order	120813	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
779	mt	1.9603402785073094	10	order	120927	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
780	mt	1.9157734135336832	8	order	121024	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
781	mt	2.215625981275597	6	order	121220	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
782	mt	1.5400279843818658	6	order	130123	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
783	mt	2.30660854138765	7	order	130226	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
784	mt	1.581337907123664	6	order	130403	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
785	mt	1.3649193052076327	3	order	130416	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
786	mt	1.21078575302188	4	order	130422	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
787	mt	1.1439937674572278	4	order	130507	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
788	mt	0.3956367576965931	2	order	130605	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
789	mt	1.6465553787161324	6	order	130705	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
790	mt	1.3373217348793778	4	order	130815	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
791	mt	0.8436770618724541	2	order	130905	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
792	mt	1.6732805639698562	5	order	131003	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
793	mt	1.5317611176152979	4	order	140408	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
794	mt	0.27286354903667254	2	order	140506	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
795	mt	0.4616117566753707	3	order	140604	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
796	mt	1.5355234872919687	5	order	140709	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
797	mt	2.4087706105488627	9	order	140820	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
798	mt	1.7239737470775605	5	order	140916	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
799	mt	1.7287957268794438	5	order	141013	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
775	mt	1.2987673521002965	3	order	120516	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
776	mt	1.0487119661443645	3	order	120613	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
777	mt	1.401059825351276	4	order	120712	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
778	mt	1.8702322992105236	6	order	120813	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
779	mt	1.9603402785073094	10	order	120927	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
780	mt	1.915773413533683	8	order	121024	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
781	mt	2.215625981275597	6	order	121220	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
782	mt	1.5400279843818658	6	order	130123	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
783	mt	2.30660854138765	7	order	130226	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
784	mt	1.581337907123664	6	order	130403	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
785	mt	1.3649193052076327	3	order	130416	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
786	mt	1.21078575302188	4	order	130422	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
787	mt	1.143993767457228	4	order	130507	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
788	mt	0.3956367576965931	2	order	130605	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
789	mt	1.6465553787161324	6	order	130705	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
790	mt	1.3373217348793778	4	order	130815	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
791	mt	0.8436770618724541	2	order	130905	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
792	mt	1.6732805639698562	5	order	131003	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
793	mt	1.5317611176152979	4	order	140408	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
794	mt	0.27286354903667254	2	order	140506	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
795	mt	0.4616117566753707	3	order	140604	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
796	mt	1.5355234872919687	5	order	140709	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
797	mt	2.4087706105488627	9	order	140820	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
798	mt	1.7239737470775605	5	order	140916	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
799	mt	1.7287957268794438	5	order	141013	Bacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
775	mt	-1	0	order	120516	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
776	mt	-1	0	order	120613	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
777	mt	-1	0	order	120712	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
778	mt	-1	0	order	120813	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
779	mt	-1	0	order	120927	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
780	mt	-1	0	order	121024	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
781	mt	-1	0	order	121220	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
782	mt	-1	0	order	130123	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
783	mt	-1	0	order	130226	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
784	mt	-1	0	order	130403	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
785	mt	-1	0	order	130416	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
786	mt	-1	0	order	130422	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
787	mt	-1	0	order	130507	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
788	mt	-1	0	order	130605	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
789	mt	-1	0	order	130705	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
790	mt	-1	0	order	130815	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
791	mt	-1	0	order	130905	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
792	mt	-1	0	order	131003	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
793	mt	-1	0	order	140408	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
794	mt	-1	0	order	140506	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
795	mt	-1	0	order	140604	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
796	mt	-1	0	order	140709	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
797	mt	-1	0	order	140820	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
798	mt	-1	0	order	140916	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
799	mt	-1	0	order	141013	Eukaryota	T901	Phosphate	2a	Na/Pi-cotransporter	PI
775	mt	-1	0	order	120516	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
776	mt	-1	0	order	120613	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
777	mt	-1	0	order	120712	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
778	mt	-1	0	order	120813	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
779	mt	-1	0	order	120927	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
780	mt	-1	0	order	121024	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
781	mt	-1	0	order	121220	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
782	mt	-1	0	order	130123	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
783	mt	-1	0	order	130226	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
784	mt	-1	0	order	130403	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
785	mt	-1	0	order	130416	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
786	mt	-1	0	order	130422	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
787	mt	-1	0	order	130507	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
788	mt	-1	0	order	130605	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
789	mt	-1	0	order	130705	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
790	mt	-1	0	order	130815	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
791	mt	-1	0	order	130905	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
792	mt	-1	0	order	131003	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
793	mt	-1	0	order	140408	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
794	mt	-1	0	order	140506	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
795	mt	-1	0	order	140604	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
796	mt	-1	0	order	140709	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
797	mt	-1	0	order	140820	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
798	mt	-1	0	order	140916	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
799	mt	-1	0	order	141013	Cyanobacteria	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1254	mg	3.3051593525720153	16	order	120314	all	T12	Phosphate	2a	cation transport protein	PI
1255	mg	2.963060859811484	21	order	120322	all	T12	Phosphate	2a	cation transport protein	PI
1256	mg	3.3303082805991453	16	order	120328	all	T12	Phosphate	2a	cation transport protein	PI
1257	mg	3.066686424958076	14	order	120403	all	T12	Phosphate	2a	cation transport protein	PI
1258	mg	2.6313489225187525	10	order	120416	all	T12	Phosphate	2a	cation transport protein	PI
1259	mg	2.9054633743195355	16	order	120419	all	T12	Phosphate	2a	cation transport protein	PI
1260	mg	1.7112745493385997	9	order	120423	all	T12	Phosphate	2a	cation transport protein	PI
1261	mg	2.8312520351447565	11	order	120516	all	T12	Phosphate	2a	cation transport protein	PI
1262	mg	2.7853447247534078	15	order	120531	all	T12	Phosphate	2a	cation transport protein	PI
1263	mg	2.9049954915511615	10	order	120604	all	T12	Phosphate	2a	cation transport protein	PI
1264	mg	3.219522190433288	18	order	120613	all	T12	Phosphate	2a	cation transport protein	PI
1265	mg	2.483864128291981	15	order	120619	all	T12	Phosphate	2a	cation transport protein	PI
1266	mg	2.6874486144953	13	order	120628	all	T12	Phosphate	2a	cation transport protein	PI
1267	mg	2.269287043897818	12	order	120705	all	T12	Phosphate	2a	cation transport protein	PI
1268	mg	2.6668337017891055	10	order	120709	all	T12	Phosphate	2a	cation transport protein	PI
1269	mg	3.213880338935045	12	order	120717	all	T12	Phosphate	2a	cation transport protein	PI
1270	mg	2.6436910805691465	15	order	120802	all	T12	Phosphate	2a	cation transport protein	PI
1271	mg	2.7275358382680603	12	order	120806	all	T12	Phosphate	2a	cation transport protein	PI
1272	mg	3.1354251003357443	20	order	120813	all	T12	Phosphate	2a	cation transport protein	PI
1273	mg	2.766429673083748	14	order	120820	all	T12	Phosphate	2a	cation transport protein	PI
1274	mg	3.2403230369284035	20	order	120823	all	T12	Phosphate	2a	cation transport protein	PI
1275	mg	2.309208764565358	11	order	120828	all	T12	Phosphate	2a	cation transport protein	PI
1276	mg	2.4202443054499923	11	order	120903	all	T12	Phosphate	2a	cation transport protein	PI
1277	mg	2.9540787072831276	17	order	120920	all	T12	Phosphate	2a	cation transport protein	PI
1278	mg	3.0529348258207714	17	order	120924	all	T12	Phosphate	2a	cation transport protein	PI
1279	mg	3.109536066889467	20	order	121001	all	T12	Phosphate	2a	cation transport protein	PI
1280	mg	3.2511598926191048	17	order	121004	all	T12	Phosphate	2a	cation transport protein	PI
1281	mg	3.105852016629322	21	order	121015	all	T12	Phosphate	2a	cation transport protein	PI
1282	mg	3.2861304377830396	18	order	121022	all	T12	Phosphate	2a	cation transport protein	PI
1283	mg	3.296690579592951	15	order	121028	all	T12	Phosphate	2a	cation transport protein	PI
1284	mg	3.02580127472284	15	order	121105	all	T12	Phosphate	2a	cation transport protein	PI
1285	mg	3.049214878442188	18	order	121128	all	T12	Phosphate	2a	cation transport protein	PI
1286	mg	3.1216882826101076	23	order	121220	all	T12	Phosphate	2a	cation transport protein	PI
1254	mg	2.8104429047592547	11	order	120314	Bacteria	T12	Phosphate	2a	cation transport protein	PI
1255	mg	2.324381795387673	16	order	120322	Bacteria	T12	Phosphate	2a	cation transport protein	PI
1256	mg	2.880037728269876	10	order	120328	Bacteria	T12	Phosphate	2a	cation transport protein	PI
1257	mg	2.7108342164637125	8	order	120403	Bacteria	T12	Phosphate	2a	cation transport protein	PI
1258	mg	1.9442605223841942	7	order	120416	Bacteria	T12	Phosphate	2a	cation transport protein	PI
1259	mg	2.292485975044607	11	order	120419	Bacteria	T12	Phosphate	2a	cation transport protein	PI
1260	mg	1.1242342064612287	6	order	120423	Bacteria	T12	Phosphate	2a	cation transport protein	PI
1261	mg	2.495834352938091	8	order	120516	Bacteria	T12	Phosphate	2a	cation transport protein	PI
1262	mg	2.134289807848689	10	order	120531	Bacteria	T12	Phosphate	2a	cation transport protein	PI
1263	mg	2.2194377192462427	7	order	120604	Bacteria	T12	Phosphate	2a	cation transport protein	PI
1264	mg	2.725433892842208	12	order	120613	Bacteria	T12	Phosphate	2a	cation transport protein	PI
1265	mg	1.9332189689760781	10	order	120619	Bacteria	T12	Phosphate	2a	cation transport protein	PI
1266	mg	2.3192037760452022	9	order	120628	Bacteria	T12	Phosphate	2a	cation transport protein	PI
1267	mg	1.6489090032153608	8	order	120705	Bacteria	T12	Phosphate	2a	cation transport protein	PI
1268	mg	2.289654640276108	7	order	120709	Bacteria	T12	Phosphate	2a	cation transport protein	PI
1269	mg	2.6845924457508246	8	order	120717	Bacteria	T12	Phosphate	2a	cation transport protein	PI
1270	mg	2.261782663583877	10	order	120802	Bacteria	T12	Phosphate	2a	cation transport protein	PI
1271	mg	2.22942692276286	8	order	120806	Bacteria	T12	Phosphate	2a	cation transport protein	PI
1272	mg	2.642834070261564	13	order	120813	Bacteria	T12	Phosphate	2a	cation transport protein	PI
1273	mg	2.2171347215223984	11	order	120820	Bacteria	T12	Phosphate	2a	cation transport protein	PI
1274	mg	2.7838645035261234	15	order	120823	Bacteria	T12	Phosphate	2a	cation transport protein	PI
1275	mg	1.788750880196119	8	order	120828	Bacteria	T12	Phosphate	2a	cation transport protein	PI
1276	mg	2.029949521720271	8	order	120903	Bacteria	T12	Phosphate	2a	cation transport protein	PI
1277	mg	2.3132064472557783	12	order	120920	Bacteria	T12	Phosphate	2a	cation transport protein	PI
1278	mg	2.4718408874540585	11	order	120924	Bacteria	T12	Phosphate	2a	cation transport protein	PI
1279	mg	2.6382700928145932	14	order	121001	Bacteria	T12	Phosphate	2a	cation transport protein	PI
1280	mg	2.6539537024603725	12	order	121004	Bacteria	T12	Phosphate	2a	cation transport protein	PI
1281	mg	2.6121553817643703	15	order	121015	Bacteria	T12	Phosphate	2a	cation transport protein	PI
1282	mg	2.6724440007013883	12	order	121022	Bacteria	T12	Phosphate	2a	cation transport protein	PI
1283	mg	2.7509519689678883	10	order	121028	Bacteria	T12	Phosphate	2a	cation transport protein	PI
