	dataset	diversity	num_taxa	rank	sample	taxa	transporter	substrate_category	type	name	abbreviation
603	mg	0.6992856967813507	2	order	120604	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
604	mg	1.6159404402866455	6	order	120613	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
605	mg	1.863780750689571	6	order	120619	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
606	mg	1.9085654659488505	5	order	120628	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
607	mg	0.6957624653090607	5	order	120705	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
608	mg	1.65599257418199	4	order	120709	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
609	mg	2.0933776031081455	5	order	120717	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
610	mg	2.0880076769914013	5	order	120802	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
611	mg	2.398787802999648	6	order	120806	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
612	mg	2.0855580318734512	7	order	120813	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
613	mg	1.8010415346720834	5	order	120820	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
614	mg	1.5713938127439926	5	order	120823	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
615	mg	0.9036747075048687	5	order	120828	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
616	mg	0.7423202300375118	4	order	120903	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
617	mg	1.7856847462787122	5	order	120920	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
618	mg	2.2428475825357284	6	order	120924	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
619	mg	1.640527208702451	5	order	121001	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
620	mg	2.1020475515138513	6	order	121004	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
621	mg	1.640340971036444	5	order	121015	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
622	mg	1.6717286505190738	5	order	121022	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
623	mg	1.942825930778716	5	order	121028	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
624	mg	2.034252505465086	5	order	121105	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
625	mg	1.991436918800877	5	order	121128	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
626	mg	1.9958265582854753	7	order	121220	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
594	mg	1.025664633390699	5	order	120314	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
595	mg	0.9442484243911083	6	order	120322	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
596	mg	1.4558923584840564	4	order	120328	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
597	mg	1.1777055553144988	4	order	120403	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
598	mg	1.1298609251146736	5	order	120416	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
599	mg	1.1187378740139895	6	order	120419	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
600	mg	0.751725598052069	4	order	120423	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
601	mg	0.5470965679010082	3	order	120516	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
602	mg	1.3530521035863097	5	order	120531	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
603	mg	0.6992856967813507	2	order	120604	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
604	mg	1.6159404402866455	6	order	120613	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
605	mg	1.863780750689571	6	order	120619	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
606	mg	1.9085654659488505	5	order	120628	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
607	mg	0.6957624653090607	5	order	120705	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
608	mg	1.65599257418199	4	order	120709	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
609	mg	2.0933776031081455	5	order	120717	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
610	mg	2.0880076769914013	5	order	120802	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
611	mg	2.398787802999648	6	order	120806	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
612	mg	2.0855580318734512	7	order	120813	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
613	mg	1.8010415346720834	5	order	120820	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
614	mg	1.5713938127439926	5	order	120823	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
615	mg	0.9036747075048687	5	order	120828	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
616	mg	0.7423202300375118	4	order	120903	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
617	mg	1.7856847462787122	5	order	120920	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
618	mg	2.2428475825357284	6	order	120924	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
619	mg	1.640527208702451	5	order	121001	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
620	mg	2.1020475515138513	6	order	121004	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
621	mg	1.640340971036444	5	order	121015	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
622	mg	1.6717286505190738	5	order	121022	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
623	mg	1.942825930778716	5	order	121028	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
624	mg	2.034252505465086	5	order	121105	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
625	mg	1.991436918800877	5	order	121128	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
626	mg	1.9958265582854753	7	order	121220	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
594	mg	-1	0	order	120314	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
595	mg	-1	0	order	120322	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
596	mg	-1	0	order	120328	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
597	mg	-1	0	order	120403	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
598	mg	-1	0	order	120416	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
599	mg	-1	0	order	120419	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
600	mg	-1	0	order	120423	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
601	mg	-1	0	order	120516	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
602	mg	-1	0	order	120531	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
603	mg	-1	0	order	120604	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
604	mg	-1	0	order	120613	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
605	mg	-1	0	order	120619	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
606	mg	-1	0	order	120628	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
607	mg	-1	0	order	120705	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
608	mg	-1	0	order	120709	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
609	mg	-1	0	order	120717	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
610	mg	-1	0	order	120802	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
611	mg	-1	0	order	120806	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
612	mg	-1	0	order	120813	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
613	mg	-1	0	order	120820	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
614	mg	-1	0	order	120823	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
615	mg	-1	0	order	120828	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
616	mg	-1	0	order	120903	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
617	mg	-1	0	order	120920	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
618	mg	-1	0	order	120924	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
619	mg	-1	0	order	121001	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
620	mg	-1	0	order	121004	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
621	mg	-1	0	order	121015	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
622	mg	-1	0	order	121022	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
623	mg	-1	0	order	121028	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
624	mg	-1	0	order	121105	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
625	mg	-1	0	order	121128	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
626	mg	-1	0	order	121220	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
594	mg	-1.0	0	order	120314	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
595	mg	-1.0	0	order	120322	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
596	mg	-1.0	0	order	120328	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
597	mg	-1.0	0	order	120403	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
598	mg	-1.0	0	order	120416	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
599	mg	-1.0	0	order	120419	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
600	mg	-1.0	0	order	120423	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
601	mg	-1.0	0	order	120516	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
602	mg	-1.0	0	order	120531	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
603	mg	-1.0	0	order	120604	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
604	mg	-1.0	0	order	120613	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
605	mg	-1.0	0	order	120619	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
606	mg	-1.0	0	order	120628	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
607	mg	-1.0	0	order	120705	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
608	mg	-1.0	0	order	120709	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
609	mg	-1.0	0	order	120717	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
610	mg	-1.0	0	order	120802	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
611	mg	-1.0	0	order	120806	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
612	mg	-1.0	0	order	120813	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
613	mg	-1.0	0	order	120820	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
614	mg	-1.0	0	order	120823	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
615	mg	-1.0	0	order	120828	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
616	mg	-1.0	0	order	120903	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
617	mg	-1.0	0	order	120920	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
618	mg	-1.0	0	order	120924	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
619	mg	-1.0	0	order	121001	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
620	mg	-1.0	0	order	121004	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
621	mg	-1.0	0	order	121015	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
622	mg	-1.0	0	order	121022	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
623	mg	-1.0	0	order	121028	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
624	mg	-1.0	0	order	121105	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
625	mg	-1.0	0	order	121128	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
626	mg	-1.0	0	order	121220	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
450	mt	1.5765023334205635	5	order	120516	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
451	mt	0.9860888038051077	5	order	120613	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
452	mt	1.4421691272131096	4	order	120712	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
453	mt	1.2803816799218501	4	order	120813	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
454	mt	1.7742248016815707	6	order	120927	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
455	mt	2.0134976520921506	5	order	121024	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
456	mt	2.341754931909662	6	order	121220	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
457	mt	2.0113961423126803	7	order	130123	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
458	mt	1.3597457072826218	5	order	130226	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
459	mt	2.29778053488618	6	order	130403	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
460	mt	1.9585882750159131	6	order	130416	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
461	mt	1.4094339606453592	5	order	130422	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
462	mt	1.565407919285071	3	order	130507	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
463	mt	0.5061952021091294	2	order	130605	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
464	mt	1.9491459260460176	5	order	130705	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
465	mt	1.6900712541159522	4	order	130815	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
466	mt	1.2718170329615863	4	order	130905	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
467	mt	0.6745560138496636	2	order	131003	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
468	mt	0.3445920244746608	2	order	140408	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
469	mt	-0.0	1	order	140506	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
470	mt	0.1926699213457602	2	order	140604	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
471	mt	2.1016664849999827	5	order	140709	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
472	mt	1.7615267569201225	5	order	140820	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
473	mt	1.6011475907987156	5	order	140916	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
474	mt	0.5510939176144115	2	order	141013	all	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
450	mt	1.5765023334205635	5	order	120516	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
451	mt	0.9860888038051077	5	order	120613	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
452	mt	1.4421691272131096	4	order	120712	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
453	mt	1.2803816799218501	4	order	120813	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
454	mt	1.7742248016815707	6	order	120927	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
455	mt	2.0134976520921506	5	order	121024	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
456	mt	2.341754931909662	6	order	121220	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
457	mt	2.0113961423126803	7	order	130123	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
458	mt	1.3597457072826218	5	order	130226	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
459	mt	2.29778053488618	6	order	130403	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
460	mt	1.9585882750159131	6	order	130416	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
461	mt	1.4094339606453592	5	order	130422	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
462	mt	1.565407919285071	3	order	130507	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
463	mt	0.5061952021091294	2	order	130605	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
464	mt	1.9491459260460176	5	order	130705	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
465	mt	1.6900712541159522	4	order	130815	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
466	mt	1.2718170329615863	4	order	130905	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
467	mt	0.6745560138496636	2	order	131003	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
468	mt	0.3445920244746608	2	order	140408	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
469	mt	-0.0	1	order	140506	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
470	mt	0.1926699213457602	2	order	140604	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
471	mt	2.1016664849999827	5	order	140709	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
472	mt	1.7615267569201225	5	order	140820	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
473	mt	1.6011475907987156	5	order	140916	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
474	mt	0.5510939176144115	2	order	141013	Bacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
450	mt	-1	0	order	120516	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
451	mt	-1	0	order	120613	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
452	mt	-1	0	order	120712	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
453	mt	-1	0	order	120813	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
454	mt	-1	0	order	120927	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
455	mt	-1	0	order	121024	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
456	mt	-1	0	order	121220	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
457	mt	-1	0	order	130123	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
458	mt	-1	0	order	130226	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
459	mt	-1	0	order	130403	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
460	mt	-1	0	order	130416	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
461	mt	-1	0	order	130422	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
462	mt	-1	0	order	130507	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
463	mt	-1	0	order	130605	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
464	mt	-1	0	order	130705	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
465	mt	-1	0	order	130815	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
466	mt	-1	0	order	130905	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
467	mt	-1	0	order	131003	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
468	mt	-1	0	order	140408	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
469	mt	-1	0	order	140506	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
470	mt	-1	0	order	140604	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
471	mt	-1	0	order	140709	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
472	mt	-1	0	order	140820	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
473	mt	-1	0	order	140916	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
474	mt	-1	0	order	141013	Eukaryota	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
450	mt	-1	0	order	120516	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
451	mt	-1	0	order	120613	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
452	mt	-1	0	order	120712	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
453	mt	-1	0	order	120813	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
454	mt	-1	0	order	120927	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
455	mt	-1	0	order	121024	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
456	mt	-1	0	order	121220	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
457	mt	-1	0	order	130123	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
458	mt	-1	0	order	130226	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
459	mt	-1	0	order	130403	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
460	mt	-1	0	order	130416	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
461	mt	-1	0	order	130422	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
462	mt	-1	0	order	130507	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
463	mt	-1	0	order	130605	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
464	mt	-1	0	order	130705	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
465	mt	-1	0	order	130815	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
466	mt	-1	0	order	130905	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
467	mt	-1	0	order	131003	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
468	mt	-1	0	order	140408	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
469	mt	-1	0	order	140506	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
470	mt	-1	0	order	140604	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
471	mt	-1	0	order	140709	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
472	mt	-1	0	order	140820	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
473	mt	-1	0	order	140916	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
474	mt	-1	0	order	141013	Cyanobacteria	T312	Phosphonate	3a	phn2: phosphonate ABC transporter	PO
858	mg	2.9318496683148427	11	order	120314	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
859	mg	1.371659627019868	14	order	120322	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
860	mg	2.058290159333089	7	order	120328	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
861	mg	2.0669828240642913	7	order	120403	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
862	mg	2.0115364468828707	7	order	120416	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
863	mg	1.5772348607649662	10	order	120419	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
864	mg	1.9083331863242612	8	order	120423	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
865	mg	1.5017447886173336	5	order	120516	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
866	mg	2.9944099574145757	12	order	120531	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
867	mg	1.6234459039285134	5	order	120604	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
868	mg	2.47974788609524	10	order	120613	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
869	mg	2.911048477068643	13	order	120619	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
870	mg	2.271760306637804	7	order	120628	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
871	mg	2.6969267948250213	8	order	120705	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
872	mg	2.637124673185939	9	order	120709	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
873	mg	1.7282800533354647	4	order	120717	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
874	mg	2.6810731838191963	12	order	120802	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
875	mg	2.466244861072294	9	order	120806	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
876	mg	2.731951085116358	14	order	120813	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
877	mg	2.1903232498913296	9	order	120820	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
878	mg	2.9127974402187897	15	order	120823	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
879	mg	2.3654343114813674	6	order	120828	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
880	mg	2.337688933546045	6	order	120903	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
881	mg	2.8239044385429284	14	order	120920	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
